file,marker_type,line,matched_text,context_snippet,finalization_rule
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,open_gate_marker,61,NO-GO,NO-GO | Restore authorized five-class image tree and rebuild the 7169-row index befor,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,24,DOI,DOI/accession exists. | | Code Availability | blocked | companion_artifacts_skeleto,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,24,accession,accession exists. | | Code Availability | blocked | companion_artifacts_skeleton/code_ava,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,25,public repository URL,"public repository URL, release tag, licence and DOI exist. | | Reporting Summary | blocked | companio",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,25,release tag,"release tag, licence and DOI exist. | | Reporting Summary | blocked | companion_artifacts_s",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,25,DOI,DOI exist. | | Reporting Summary | blocked | companion_artifacts_skeleton/reporting,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,56,DOI,DOI/accession | critical | missing | Create a public or controlled-access repositor,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,56,accession,accession | critical | missing | Create a public or controlled-access repository record a,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,57,DOI,"DOI and licence | critical | missing | Prepare repository, release tag, licence fil",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,57,release tag,"release tag, licence file and archival DOI. | | Reporting Summary final answers | major | c",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_assembly_skeleton_20260810/manuscript_assembly_skeleton.md,repository_placeholder_marker,57,DOI,DOI. | | Reporting Summary final answers | major | checklist only | Complete final,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,planned_or_pending_figure_marker,53,not rendered,"not rendered yet. 5. Blind external validation remains an open gate, not a completed result.",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,planned_or_pending_figure_marker,60,Planned,"Planned display items covered: Figure 1, Figure 2, Figure 3, Figure 4, Figure 5, Figure",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,1,Skeleton,"Skeleton 2026-08-10 Purpose: provide a bounded Nature Communications-facing title, abst",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,22,Draft,Draft Ground-penetrating radar (GPR) recognition models are commonly assessed with i,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,24,skeleton,"skeleton across locally executable Mojahid, 4TU and Res-SAM assets, while keeping TIGPR",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,28,Draft,Draft GPR-based subsurface recognition is increasingly evaluated with machine-learni,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,32,Skeleton,Skeleton 1. What the finding is: We show that source and environment structure can subs,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,43,skeleton,skeleton ready | | Discussion | 700 | skeleton not yet drafted | | Methods | 1800 | modu,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,44,skeleton,skeleton not yet drafted | | Methods | 1800 | module skeleton ready | | Abstract | 150 |,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,45,skeleton,skeleton ready | | Abstract | 150 | draft ready | ## Required Companion Artifacts 1. D,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,46,draft,draft ready | ## Required Companion Artifacts 1. Data Availability statement with p,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,skeleton_or_draft_marker,67,not final,"not final causal proof, main 4TU confirmation or blind external validation. | | A target-",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,open_gate_marker,50,missing,missing. 2. Code Availability statement with repository URL and archival DOI remains mi,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,open_gate_marker,51,missing,missing. 3. Reporting Summary remains missing. 4. Final figure files are not rendered y,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,open_gate_marker,52,missing,missing. 4. Final figure files are not rendered yet. 5. Blind external validation remai,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,open_gate_marker,54,open gate,"open gate, not a completed result. ## Evidence Backbone Methods modules covered: M1, M2",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/title_abstract_significance.md,repository_placeholder_marker,51,DOI,DOI remains missing. 3. Reporting Summary remains missing. 4. Final figure files ar,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/cover_letter_skeleton.md,skeleton_or_draft_marker,1,Skeleton,"Skeleton 2026-08-10 Dear Editors, We show that source and environment structure can su",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/cover_letter_skeleton.md,skeleton_or_draft_marker,11,skeleton,skeleton must be revised before submission if blind external validation remains incomple,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/submission_package_skeleton_20260810/cover_letter_skeleton.md,open_gate_marker,11,incomplete,incomplete.,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,skeleton_or_draft_marker,1,Skeleton,Skeleton 2026-08-10 Purpose: convert frozen figure/table source data into a Results-sec,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,skeleton_or_draft_marker,14,not final,"not final causal proof, main 4TU confirmation or blind external validation. | | R5 | fail",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,skeleton_or_draft_marker,18,Draft,Draft Paragraphs ### R1: system/workflow validation 我们首先冻结当前可执行证据边界，而不是把所有名义数据集都等同为,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,skeleton_or_draft_marker,50,not final,"not final causal proof, main 4TU confirmation or blind external validation. ### R5: fail",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,skeleton_or_draft_marker,73,not final,"not final causal proof, main 4TU confirmation or blind external validation. - Claim: A ta",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,open_gate_marker,62,NO-GO,NO-GO；TIGPR restoration、第三方 blind GPR set 和 4TU-like raw-trace external asset 均未 read,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,open_gate_marker,62,open gate,open gate，而不是正结果。 Evidence: External gate status=NO-GO; boundary=No current track satisf,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,open_gate_marker,64,NO-GO,NO-GO; boundary=No current track satisfies blind external validation readiness. The n,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/results_section_skeleton_20260810/results_section_skeleton.md,open_gate_marker,75,NO-GO,NO-GO; boundary=No current track satisfies blind external validation readiness. The n,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/methods_section_skeleton_20260810/methods_section_skeleton.md,skeleton_or_draft_marker,1,Skeleton,Skeleton 2026-08-10 Purpose: map the current Results claims to auditable Methods module,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/methods_section_skeleton_20260810/methods_section_skeleton.md,skeleton_or_draft_marker,14,not final,"not final causal proof, main confirmation or blind validation. | | M5 | 4TU target-level",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/methods_section_skeleton_20260810/methods_section_skeleton.md,skeleton_or_draft_marker,81,not final,"not final causal proof, main confirmation or blind validation. 为检验模型是否依赖 raw-trace 渲染或导出",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/methods_section_skeleton_20260810/methods_section_skeleton.md,skeleton_or_draft_marker,121,skeleton,skeleton generation and required-artifact checks. Inputs: `scripts/run_m0_m2_checks.ps1,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/methods_section_skeleton_20260810/methods_section_skeleton.md,skeleton_or_draft_marker,131,skeleton,skeleton 生成和必备文件存在性检查。该检查证明当前 M0-M2 产物可重新生成，但不代表后续 G1-G6 科学 gate 已经完成。 ## Results-to-Me,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/methods_section_skeleton_20260810/methods_section_skeleton.md,open_gate_marker,16,open gate,open gate. | Protocol/template readiness does not constitute completed blind external val,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/methods_section_skeleton_20260810/methods_section_skeleton.md,open_gate_marker,111,open gate,open gate. Boundary: Protocol/template readiness does not constitute completed blind ext,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,candidate_reference_marker,5,[P1],[P1]` and internal source-data markers. They are not final Nature Communications num,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,candidate_reference_marker,9,[P1],"[P1]. For such models, high internal test performance is useful only if it reflects",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,candidate_reference_marker,9,[P1],[P1]. A central evaluation bottleneck is that common random or weakly structured sp,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,candidate_reference_marker,11,"[P4,P5]","[P4,P5]. When acquisition setting, environment, project identity or processing chain is",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,candidate_reference_marker,11,"[P2,P4,P5]","[P2,P4,P5]. Existing GPR recognition studies often report model performance within indivi",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,candidate_reference_marker,24,"[P2,P3,P5]","[P2,P3,P5]. A practical contribution of the current package is the separation of executab",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,candidate_reference_marker,37,"[P1,P4,P5]","[P1,P4,P5]; the final submission case still depends on blind external validation, rendered",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,planned_or_pending_figure_marker,15,pending,"pending: Figure 1, Figure 2, Table 1 and Table 2.] # Discussion Draft v1 cited The c",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,skeleton_or_draft_marker,1,Candidate,Candidate Citation Markers 2026-08-10 ## Drafting Boundary These sections use candidate,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,skeleton_or_draft_marker,5,candidate,candidate citation markers such as `[P1]` and internal source-data markers. They are not,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,skeleton_or_draft_marker,5,not final,"not final Nature Communications numbered references, and they do not close blind external",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,skeleton_or_draft_marker,7,Draft,Draft v1 cited Ground-penetrating radar (GPR) is increasingly used to support non-de,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,skeleton_or_draft_marker,18,Draft,Draft v1 cited The central observation from the current executable evidence is that,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,skeleton_or_draft_marker,28,not submission-ready,not submission-ready. The most important missing evidence is a real blind external validation asset,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,skeleton_or_draft_marker,31,Draft,Draft v1 cited GPR-ProvenanceBench turns provenance-aware GPR evaluation into an aud,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,open_gate_marker,15,open gate,"open gate rather than a completed result. [Figure/Table pointer pending: Figure 1, Figure",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,open_gate_marker,20,incomplete,incomplete proxy for field-facing generalization [internal Figure 2/Table 2; P1 for GPR co,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,open_gate_marker,28,missing,missing evidence is a real blind external validation asset that is unused during develo,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,open_gate_marker,28,not cleared,not cleared for public release. These are blocking items rather than cosmetic production ta,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/narrative_cited_drafts_20260810/narrative_section_drafts_v1_cited.md,repository_placeholder_marker,5,DOI,"DOI, Reporting Summary, figure numbering or public-release gates. # Introduction D",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,candidate_reference_marker,5,[P1],[P1]` and internal source-data markers. They are not final Nature Communications num,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,candidate_reference_marker,9,[P1],"[P1]. For such models, high internal test performance is useful only if it reflects",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,candidate_reference_marker,9,[P1],[P1]. A central evaluation bottleneck is that common random or weakly structured sp,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,candidate_reference_marker,11,"[P4,P5]","[P4,P5]. When acquisition setting, environment, project identity or processing chain is",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,candidate_reference_marker,11,"[P2,P4,P5]","[P2,P4,P5]. Existing GPR recognition studies often report model performance within indivi",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,candidate_reference_marker,24,"[P2,P3,P5]","[P2,P3,P5]. A practical contribution of the current package is the separation of executab",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,candidate_reference_marker,37,"[P1,P4,P5]","[P1,P4,P5]; the final submission case still depends on blind external validation, rendered",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,planned_or_pending_figure_marker,15,planned,"planned Fig. 1, planned Fig. 2, Table 1 and Table 2; final numbering pending rendering]",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,planned_or_pending_figure_marker,15,planned,"planned Fig. 2, Table 1 and Table 2; final numbering pending rendering]. # Discussion",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,planned_or_pending_figure_marker,15,pending,pending rendering]. # Discussion Draft v1 cited The central observation from the cur,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,planned_or_pending_figure_marker,20,planned,planned Fig. 2 and Table 2 source data; P1 for GPR context only]. The secondary eviden,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,skeleton_or_draft_marker,1,Candidate,Candidate Citation Markers 2026-08-10 ## Drafting Boundary These sections use candidate,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,skeleton_or_draft_marker,5,candidate,candidate citation markers such as `[P1]` and internal source-data markers. They are not,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,skeleton_or_draft_marker,5,not final,"not final Nature Communications numbered references, and they do not close blind external",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,skeleton_or_draft_marker,7,Draft,Draft v1 cited Ground-penetrating radar (GPR) is increasingly used to support non-de,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,skeleton_or_draft_marker,18,Draft,Draft v1 cited The central observation from the current executable evidence is that,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,skeleton_or_draft_marker,28,not submission-ready,not submission-ready. The most important missing evidence is a real blind external validation asset,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,skeleton_or_draft_marker,31,Draft,Draft v1 cited GPR-ProvenanceBench turns provenance-aware GPR evaluation into an aud,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,open_gate_marker,15,open gate,"open gate rather than a completed result. [planned Fig. 1, planned Fig. 2, Table 1 and Ta",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,open_gate_marker,20,incomplete,incomplete proxy for field-facing generalization [planned Fig. 2 and Table 2 source data;,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,open_gate_marker,28,missing,missing evidence is a real blind external validation asset that is unused during develo,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,open_gate_marker,28,not cleared,not cleared for public release. These are blocking items rather than cosmetic production ta,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/figure_table_anchor_lock_20260810/narrative_section_drafts_v1_anchored.md,repository_placeholder_marker,5,DOI,"DOI, Reporting Summary, figure numbering or public-release gates. # Introduction D",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,planned_or_pending_figure_marker,21,planned,planned | missing_persistent_identifier | Contains derived sample metadata and local pa,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,planned_or_pending_figure_marker,22,planned,planned | missing_persistent_identifier | Ready as derived source data; final rendered,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,planned_or_pending_figure_marker,25,planned,planned | missing_persistent_identifier | Current environment is CPU/Python 3.12 for M0,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,skeleton_or_draft_marker,1,Skeleton,Skeleton 2026-08-10 Ready-to-paste status: not ready. Persistent repository identifiers,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,skeleton_or_draft_marker,5,Draft,"Draft Statement The derived sample manifests, figure source data, table source data,",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,open_gate_marker,3,missing,"missing. ## Draft Statement The derived sample manifests, figure source data, table s",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,open_gate_marker,24,NO-GO,NO-GO; no statement may claim completed blind external validation. | | D5 | Environme,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,repository_placeholder_marker,7,DOI,DOI/accession] before submission. The deposited record should include the unified s,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,repository_placeholder_marker,7,accession,accession] before submission. The deposited record should include the unified sample mani,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,repository_placeholder_marker,31,DOI,DOI、accession number、仓库名或 licence。 4. 当前只能写 derived artifacts will be deposited，不应写,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,repository_placeholder_marker,31,accession,accession number、仓库名或 licence。 4. 当前只能写 derived artifacts will be deposited，不应写 have been,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,skeleton_or_draft_marker,1,Skeleton,"Skeleton 2026-08-10 Ready-to-paste status: not ready. Public repository URL, release ta",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,skeleton_or_draft_marker,5,Draft,Draft Statement The analysis code and reproducibility scripts used to generate the c,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,skeleton_or_draft_marker,7,skeleton,skeleton will be made available in [CODE_REPOSITORY_URL] and archived at [ZENODO_OR_OTHE,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,open_gate_marker,3,missing,missing. ## Draft Statement The analysis code and reproducibility scripts used to gen,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
