layer_id,evidence_layer,model_family,target_field,model,variant,n_rows,test_balanced_accuracy_mean,balanced_accuracy_delta_mean,balanced_accuracy_delta_std,prediction_flip_rate_mean,directional_drop_support,material_drop_support,claim_use,limitation,source_file
4TU-L2,raw_pixel_fixed_split,rawtrace_pixel_classifiers,Land type,rbf_svm,time_reverse,1,0.3333333333333333,0.0,0.0,1.0,False,False,stress_test_only,Uses rendered raw-trace pixels under a fixed split.,reports\4tu_counterfactual_rawtrace_pixel_20260810\rawtrace_pixel_reliance_metrics.csv
4TU-L2,raw_pixel_fixed_split,rawtrace_pixel_classifiers,Land type,rbf_svm,zscore_clip,1,0.3333333333333333,0.0,0.0,0.0,False,False,stress_test_only,Uses rendered raw-trace pixels under a fixed split.,reports\4tu_counterfactual_rawtrace_pixel_20260810\rawtrace_pixel_reliance_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land cover,rbf_svm,amplitude_jitter,5,0.4053030303030303,0.0,0.0,0.0,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land cover,rbf_svm,log_clip,5,0.3333333333333333,-0.07196969696969696,0.0,0.9583333333333334,True,True,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land cover,rbf_svm,remove_border,5,0.5128787878787878,0.10757575757575755,0.0,0.4583333333333333,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land cover,rbf_svm,remove_bottom_band,5,0.4053030303030303,0.0,0.0,0.0,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land cover,rbf_svm,remove_top_band,5,0.4053030303030303,0.0,0.0,0.041666666666666664,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land cover,rbf_svm,time_reverse,5,0.3333333333333333,-0.07196969696969696,0.0,0.9583333333333334,True,True,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land cover,rbf_svm,zscore_clip,5,0.7159090909090908,0.31060606060606055,0.0,0.5416666666666666,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,extra_trees,amplitude_jitter,4,0.42857142857142855,0.0,0.0,0.0,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,extra_trees,log_clip,4,0.08928571428571427,-0.33928571428571425,0.025945827044884993,0.8645833333333334,True,True,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,extra_trees,remove_border,4,0.47023809523809523,0.0416666666666667,0.019741814228305985,0.11458333333333333,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,extra_trees,remove_bottom_band,4,0.42857142857142855,0.0,0.0,0.0,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,extra_trees,remove_top_band,4,0.4107142857142857,-0.017857142857142877,0.03092947870658713,0.03125,True,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,extra_trees,time_reverse,4,0.3333333333333333,-0.09523809523809523,0.02916059217599025,0.7916666666666667,True,True,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,extra_trees,zscore_clip,4,0.575,0.14642857142857144,0.05165898560415992,0.375,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,rbf_svm,amplitude_jitter,1,0.5476190476190476,0.0,0.0,0.0,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,rbf_svm,log_clip,1,0.3333333333333333,-0.21428571428571425,0.0,0.5833333333333334,True,True,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,rbf_svm,remove_border,1,0.6,0.05238095238095242,0.0,0.25,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,rbf_svm,remove_bottom_band,1,0.5476190476190476,0.0,0.0,0.0,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,rbf_svm,remove_top_band,1,0.5476190476190476,0.0,0.0,0.0,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,rbf_svm,time_reverse,1,0.3333333333333333,-0.21428571428571425,0.0,0.5833333333333334,True,True,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L3,hog_seed_sweep_fixed_split,hog_image_classifiers,Land type,rbf_svm,zscore_clip,1,0.6666666666666666,0.11904761904761907,0.0,0.20833333333333334,False,False,stress_test_only,Repeats model seeds but keeps the split fixed.,reports\4tu_counterfactual_hog_seed_sweep_20260810\hog_seed_sweep_metrics.csv
4TU-L4,small_cnn_seed_sweep_fixed_split,small_cnn,Land type,small_cnn,amplitude_jitter,5,0.22285714285714286,0.0,0.0,0.0,False,False,stress_test_only,CPU-scale CNN seed sweep; currently limited to Land type.,reports\4tu_counterfactual_cnn_seed_sweep_20260810\cnn_seed_sweep_metrics.csv
4TU-L4,small_cnn_seed_sweep_fixed_split,small_cnn,Land type,small_cnn,log_clip,5,0.08095238095238094,-0.14190476190476192,0.2504309211309646,0.8583333333333334,True,True,stress_test_only,CPU-scale CNN seed sweep; currently limited to Land type.,reports\4tu_counterfactual_cnn_seed_sweep_20260810\cnn_seed_sweep_metrics.csv
4TU-L4,small_cnn_seed_sweep_fixed_split,small_cnn,Land type,small_cnn,remove_border,5,0.26476190476190475,0.04190476190476189,0.03742263372264475,0.2,False,False,stress_test_only,CPU-scale CNN seed sweep; currently limited to Land type.,reports\4tu_counterfactual_cnn_seed_sweep_20260810\cnn_seed_sweep_metrics.csv
4TU-L4,small_cnn_seed_sweep_fixed_split,small_cnn,Land type,small_cnn,remove_bottom_band,5,0.22285714285714286,0.0,0.0,0.0,False,False,stress_test_only,CPU-scale CNN seed sweep; currently limited to Land type.,reports\4tu_counterfactual_cnn_seed_sweep_20260810\cnn_seed_sweep_metrics.csv
4TU-L4,small_cnn_seed_sweep_fixed_split,small_cnn,Land type,small_cnn,remove_top_band,5,0.33904761904761904,0.11619047619047616,0.14131228183612501,0.25,False,False,stress_test_only,CPU-scale CNN seed sweep; currently limited to Land type.,reports\4tu_counterfactual_cnn_seed_sweep_20260810\cnn_seed_sweep_metrics.csv
4TU-L4,small_cnn_seed_sweep_fixed_split,small_cnn,Land type,small_cnn,time_reverse,5,0.26666666666666666,0.043809523809523784,0.10670917520327088,0.6083333333333333,False,False,stress_test_only,CPU-scale CNN seed sweep; currently limited to Land type.,reports\4tu_counterfactual_cnn_seed_sweep_20260810\cnn_seed_sweep_metrics.csv
4TU-L4,small_cnn_seed_sweep_fixed_split,small_cnn,Land type,small_cnn,zscore_clip,5,0.29333333333333333,0.07047619047619046,0.18193716988798106,0.5,False,False,stress_test_only,CPU-scale CNN seed sweep; currently limited to Land type.,reports\4tu_counterfactual_cnn_seed_sweep_20260810\cnn_seed_sweep_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,extra_trees,amplitude_jitter,2,0.28777472527472525,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,extra_trees,log_clip,2,0.24559294871794873,-0.042181776556776546,0.03474130036630038,0.46927803379416283,True,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,extra_trees,remove_border,2,0.28777472527472525,0.0,0.0,0.07219662058371736,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,extra_trees,remove_bottom_band,2,0.28777472527472525,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,extra_trees,remove_top_band,2,0.22527472527472528,-0.0625,0.0625,0.07987711213517665,True,True,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,extra_trees,time_reverse,2,0.25,-0.03777472527472528,0.01991758241758243,0.39708141321044543,True,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,extra_trees,zscore_clip,2,0.23076923076923078,-0.05700549450549451,0.03914835164835166,0.39708141321044543,True,True,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,rbf_svm,amplitude_jitter,2,0.29166666666666663,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,rbf_svm,log_clip,2,0.29166666666666663,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,rbf_svm,remove_border,2,0.29166666666666663,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,rbf_svm,remove_bottom_band,2,0.29166666666666663,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,rbf_svm,remove_top_band,2,0.29166666666666663,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,rbf_svm,time_reverse,2,0.29166666666666663,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
4TU-L5,hog_group_aware_repeated_split,hog_group_aware_classifiers,Land type,rbf_svm,zscore_clip,2,0.29166666666666663,0.0,0.0,0.0,False,False,feasibility_boundary,Group-aware repeated splits weaken the fixed-split effect and remain label-limited.,reports\4tu_counterfactual_hog_group_splits_20260810\hog_group_split_metrics.csv
